,Product,Price,Quantity,Category
7075,scottex tutti giorni 36 pz,0.18 € / pz,36.0 pz,cura della persona
7076,tempo classic fazzoletti 4 veli maxi formato 30 pz,0.21 € / pz,30.0 pz,cura della persona
7077,regina di cuori fazzoletti 10 pacchetti,0.20 € / pz,10.0 pz,cura della persona
7078,carrefour soft disc* duo 100% cotton** 70 pz,0.02 € / pz,70.0 pz,cura della persona
7079,carrefour soft classic bastoncini cotonati 100% cotton** 160 pz,0.01 € / pz,160.0 pz,cura della persona
7080,carrefour bio soft dischetti detergenti morbidi 70 pz,0.02 € / pz,70.0 pz,cura della persona
7081,carrefour bio soft maxi duo dischetti struccanti morbidi 100% cotone bio* 50 pz,0.04 € / pz,50.0 pz,cura della persona
7082,carrefour classic bastoncini cotonati 200 pz,0.01 € / pz,200.0 pz,cura della persona
7083,carrefour classic 100% cotton* extra soft** 100 g,17.00 € / kg,0.1 kg,cura della persona
7084,simpl choice dischetti struccanti 100 pz,0.01 € / pz,100.0 pz,cura della persona
7085,carrefour soft maxi duo 100% cotton* 40 pz,0.04 € / pz,40.0 pz,cura della persona
7086,carrefour my baby bio maxi soft cotton* 100% organic cotton** 60 pz,0.07 € / pz,60.0 pz,cura della persona
7087,carrefour 3 spugnette per la pulizia del viso,1.35 € / pz,1.0 pz,cura della persona
7088,carrefour technic 2 eco pack 15 + 5 pz,0.15 € / pz,20.0 pz,cura della persona
7089,carrefour classic 3 pelli normali,3.59 € / pz,1.0 pz,cura della persona
7090,carrefour acqua struccante 3in1 tutte le pelli anche sensibili 250 ml,9.96 € / l,0.25 l,cura della persona
7091,carrefour classic 3 pelli normali 4 pz,1.30 € / pz,4.0 pz,cura della persona
7092,rotoloni regina carta igienica 8 rotoli,1.14 € / pz,8.0 pz,cura della persona
7093,rotoli di carta igienica doppio velo 12 pz,0.22 € / pz,12.0 pz,cura della persona
7094,aquafresh tripla protezione dentifricio 3 in 1 gusto menta fresca e protezione denti 75 ml,20.67 € / l,0.075 l,cura della persona
7095,fior di carta lifestyle carta igienica profumata 3 veli 6 rotoli,0.53 € / pz,6.0 pz,cura della persona
7096,scottonelle carta igienica 18 pz,0.67 € / pz,18.0 pz,cura della persona
7097,regina cartacamomilla carta igienica 6 rotoli,1.15 € / pz,6.0 pz,cura della persona
7098,simpl choice fazzoletti 2 veli 150 pz,0.01 € / pz,150.0 pz,cura della persona
7099,dove idratante bagnodoccia pelle morbida & liscia 600 ml,7.32 € / l,0.6 l,cura della persona
7100,rotoloni regina eco carta igienica 4 rotoli,1.20 € / pz,4.0 pz,cura della persona
7101,fresh & clean sapone liquido igienizzante con antibatterico tè verde e verbena 300 ml,6.50 € / l,0.3 l,cura della persona
7102,tuscany carta igienica maxi rotoli 4 pz,0.83 € / pz,4.0 pz,cura della persona
7103,neutro roberts con antibatterico con tè verde naturale sapone liquido 200 ml,11.45 € / l,0.2 l,cura della persona
7104,carrefour soft confort fazzoletti 3 veli 110 pz,0.02 € / pz,110.0 pz,cura della persona
7105,carrefour eco planet carta igienica compatta 2 veli 4 rotoli,0.75 € / pz,4.0 pz,cura della persona
7106,carefree cotton feel* normal senza profumo salvaslip 44 pz,0.07 € / pz,44.0 pz,cura della persona
7107,carrefour essential carta igienica confort compact 2 veli 4 pz,1.00 € / pz,4.0 pz,cura della persona
7108,foxy bouquet 4+2 pz,0.67 € / pz,6.0 pz,cura della persona
7109,dove original anti-perspirant 150 ml,23.27 € / l,0.15 l,cura della persona
7110,fria intima azione protettiva effetto normalizzante 20 pz,0.09 € / pz,20.0 pz,cura della persona
7111,scottonelle carta igienica 12 pz,0.67 € / pz,12.0 pz,cura della persona
7112,felce azzurra bagnodoccia classico 650 ml,5.37 € / l,0.65 l,cura della persona
7113,mentadent p prevenzione completa 100 ml,28.50 € / l,0.1 l,cura della persona
7114,mentadent microgranuli 75 ml,31.87 € / l,0.075 l,cura della persona
7115,fresh & clean gel di frutta sapone liquido idratante fragola e ciliegia 300 ml,6.50 € / l,0.3 l,cura della persona
7116,carta igienica 2 veli 10 pz,0.24 € / pz,10.0 pz,cura della persona
7117,intesa pour homme gel doccia shampoo rivitalizzante ginseng 250 ml,10.60 € / l,0.25 l,cura della persona
7118,oral-b collutorio denti e gengive senza alcool menta 500 ml,7.98 € / l,0.5 l,cura della persona
7119,biorepair total protective repair 75 ml,59.87 € / l,0.075 l,cura della persona
7120,scottex ultra soft 80 fazzoletti,0.03 € / pz,80.0 pz,cura della persona
7121,nuvenia goodnight ultra large+ con ali 10 pz,0.21 € / pz,10.0 pz,cura della persona
7122,simpl choice pacchetti di fazzoletti 3 veli 10 pz,0.10 € / pz,10.0 pz,cura della persona
7123,cotonet salviette milleusi mani e corpo con aloe vera 72 pz,0.04 € / pz,72.0 pz,cura della persona
7124,pacchetti di fazzoletti 4 veli x18,0.09 € / pz,18.0 pz,cura della persona
7125,chilly gel detergente intimo 2 x 200 ml,14.25 € / l,0.4 l,cura della persona
7126,elmex dentifricio protezione carie 75 ml,62.53 € / l,0.075 l,cura della persona
7127,bic twin lady rasoio 8 pz + 2,0.27 € / pz,10.0 pz,cura della persona
7128,infasil deostick neutro extra delicato 50 ml,69.80 € / l,0.05 l,cura della persona
7129,amuchina gel xgerm disinfettante mani 80 ml,36.25 € / l,0.08 l,cura della persona
7130,tempo original antonio marras 4 veli 80 fazzoletti,0.04 € / pz,80.0 pz,cura della persona
7131,carrefour soft white dentifricio sbiancante 75 ml,10.00 € / l,0.075 l,cura della persona
7132,borotalco originale profumo di borotalco deo spray 150 ml,30.60 € / l,0.15 l,cura della persona
7133,scottex pulito completo carta igienica 4 pz,0.92 € / pz,4.0 pz,cura della persona
7134,palmolive bagnoschiuma naturals fiori di mandorlo con idratante 500ml,8.18 € / l,0.5 l,cura della persona
7135,oral-b filo interdentale cerato essential floss menta 50 m,3.49 € / pz,1.0 pz,cura della persona
7136,chilly fresco salviettine intime 12 pz,0.22 € / pz,12.0 pz,cura della persona
7137,scottex tutti giorni 12 pz,0.21 € / pz,12.0 pz,cura della persona
7138,nivea men anti-perspirant black & white invisible original 150 ml,21.27 € / l,0.15 l,cura della persona
7139,"johnson's baby, cotton fioc, 100% in puro cotone, per tutta la famiglia, 100pz",2.59 € / pz,1.0 pz,cura della persona
7140,carrefour soft disc* duo aloe vera 100% cotton** 70 pz,0.02 € / pz,70.0 pz,cura della persona
7141,neutro roberts fresco zero% sali classico deo stick 40 ml,67.25 € / l,0.04 l,cura della persona
7142,mentadent white system 75 ml,31.87 € / l,0.075 l,cura della persona
7143,carrefour comfort salvaspazio 2 veli carta igienica 16 rotoli,0.39 € / pz,16.0 pz,cura della persona
7144,nuvenia v-protection ultra+ con ali 14 pz,0.15 € / pz,14.0 pz,cura della persona
7145,nuvenia comfort & protezione sottile goodnight+ con ali 10 pz,0.21 € / pz,10.0 pz,cura della persona
7146,tempo complete care fazzoletti 4 veli 10 pz,0.28 € / pz,10.0 pz,cura della persona
7147,felce azzurra ambra e argan essenza di nutrimento bagnodoccia 650 ml,5.37 € / l,0.65 l,cura della persona
7148,carrefour soft confort 4 veli 12 pz,0.17 € / pz,12.0 pz,cura della persona
7149,foxy seta carta igienica 2 veli decorata 4+2 maxi rotoli,0.75 € / pz,6.0 pz,cura della persona
7150,neutro roberts fresco zero% sali classico deo spray 150 ml,26.60 € / l,0.15 l,cura della persona
7151,oral-b spazzolino manuale 1 2 3 classic care 40 medio 2+1 gratis,2.35 € / pz,1.0 pz,cura della persona
7152,enervit the protein deal double choco storm 55 g,46.36 € / kg,0.055 kg,cura della persona
7153,nivea black & white inivisible original 150 ml,23.93 € / l,0.15 l,cura della persona
7154,lines è con ali 9+2 pz,0.36 € / pz,11.0 pz,cura della persona
7155,"colgate dentifricio total original protezione completa 24h, 75 ml",43.87 € / l,0.075 l,cura della persona
7156,head & shoulders shampoo antiforfora classic clean 225 ml,14.62 € / l,0.225 l,cura della persona
7157,az ricerca dentifricio 3d white illuminate perfezione sbiancante avanzato 50 ml,59.80 € / l,0.05 l,cura della persona
7158,nuvenia pure sensitive ultra+ con ali 12 pz,0.18 € / pz,12.0 pz,cura della persona
7159,badedas sport bagnodoccia energizzante muschio e sali minerali 250 ml,7.72 € / l,0.25 l,cura della persona
7160,carrefour soft collection fazzoletti 3 veli 50 pz,0.03 € / pz,48.0 pz,cura della persona
7161,demak up expert 70 pz,0.03 € / pz,70.0 pz,cura della persona
7162,pantene pro-v shampoo rigenera e protegge 2x225 ml,13.31 € / l,0.45 l,cura della persona
7163,"colgate spazzolino extra clean, medio, 4 pezzi",1.25 € / pz,4.0 pz,cura della persona
7164,felce azzurra fresco bergamotto e fiori di cedro bagnodoccia 650 ml,5.37 € / l,0.65 l,cura della persona
7165,enervit the protein deal choco & vanilla dream 55 g,46.36 € / kg,0.055 kg,cura della persona
7166,chilly delicato salviettine intime 12 pz,0.22 € / pz,12.0 pz,cura della persona
7167,spuma di sciampagna benessere idratante sapone crema latte mandorla burro karité ecoricarica 1500ml,3.06 € / l,1.5 l,cura della persona
7168,lines intervallo & go regular 60 pz,0.07 € / pz,60.0 pz,cura della persona
7169,simpl choice detergente intimo con estratti di camomilla e malva 500 ml,2.90 € / l,0.5 l,cura della persona
7170,lines idea ultra giorno con ali x12,0.12 € / pz,12.0 pz,cura della persona
7171,tempo pelli sensibili fazzoletti 4 veli 10 pz,0.28 € / pz,10.0 pz,cura della persona
7172,"elmex junior dentifricio bimbi, bambini 6-12 anni, 75ml",48.00 € / l,0.075 l,cura della persona
7173,nivea pearl & beauty 150 ml,23.93 € / l,0.15 l,cura della persona
7174,"l'oréal paris elvive hydra hyaluronic, shampoo 72h idratazione profonda, con acido ialuronico, 285ml",16.11 € / l,0.285 l,cura della persona
7175,neutro roberts idratante con glicerina naturale sapone liquido 200 ml,11.45 € / l,0.2 l,cura della persona
7176,fresh & clean milleusi disinfettanti salviettine umidificate 20 pz,0.10 € / pz,20.0 pz,cura della persona
7177,nivea men cool kick anti-perspirant 150 ml,21.27 € / l,0.15 l,cura della persona
7178,infasil deospray neutro extra delicato 150 ml,27.93 € / l,0.15 l,cura della persona
7179,az ricerca dentifricio pro-expert prevenzione superiore 75 ml,43.87 € / l,0.075 l,cura della persona
7180,borotalco talco in polvere barattolo 200 g,16.95 € / kg,0.2 kg,cura della persona
7181,carrefour aloe vera salviettine intime umidificate 42 pz,0.03 € / pz,42.0 pz,cura della persona
7182,enervit the protein deal crispy cookie treat 55 g,46.36 € / kg,0.055 kg,cura della persona
7183,regina sensation carta igienica 6 rotoli,0.67 € / pz,6.0 pz,cura della persona
7184,sensodyne gentle whitening dentifricio con fluoro rimozione macchie denti 75 ml,49.20 € / l,0.075 l,cura della persona
7185,nivea biodegradabili salviettine struccanti pelli secche e sensibili 25 pz,0.11 € / pz,25.0 pz,cura della persona
7186,milmil sapone liquido talco & iris ricarica universale ecologica 2 litri,2.15 € / l,2.0 l,cura della persona
7187,dove seta preziosa bagnodoccia pelle liscia & effetto seta 600 ml,7.32 € / l,0.6 l,cura della persona
7188,scottonelle carta igienica 4 pz,0.80 € / pz,4.0 pz,cura della persona
7189,scottex pulito completo carta igienica 12 pz,0.75 € / pz,12.0 pz,cura della persona
7190,fria milleusipiù tè verde azione detergente 20 pz,0.09 € / pz,20.0 pz,cura della persona
7191,neutro roberts stick fresco tè verde & lime 40 ml,67.25 € / l,0.04 l,cura della persona
7192,proraso schiuma da barba rinfrescante 400 ml,8.23 € / l,0.4 l,cura della persona
7193,palmolive bagnoschiuma naturals fiori di mandorlo con idratante 220ml,9.77 € / l,0.22 l,cura della persona
7194,cotoneve aqua life dischetti levatrucco 100 pz,0.03 € / pz,100.0 pz,cura della persona
7195,lactacyd protezione sensitive detergente intimo per pelli sensibili 300 ml,13.97 € / l,0.3 l,cura della persona
7196,amuchina gel aloe 80 ml,45.00 € / l,0.08 l,cura della persona
7197,tampax super x20,0.23 € / pz,20.0 pz,cura della persona
7198,enervit sport protein bar gusto chocolate & cream 45 g,50.89 € / kg,0.045 kg,cura della persona
7199,tena lights sensitive proteggi-slip long 20 pz,0.15 € / pz,20.0 pz,cura della persona
7200,pantene balsamo e siero capelli con collagene miracle serum rigenera e protegge 150 ml,23.27 € / l,0.15 l,cura della persona
7201,dove moisturising hand wash deeply nourishing ricarica 500 ml,3.38 € / l,0.5 l,cura della persona
7202,felce azzurra doccia gel classico 250 ml,7.80 € / l,0.25 l,cura della persona
7203,badedas noir bagnodoccia rinvigorente patchouli e sandalo 250 ml,7.72 € / l,0.25 l,cura della persona
7204,splend'or shampoo addolcente al cocco per tutti i tipi di capelli 300 ml,3.63 € / l,0.3 l,cura della persona
7205,"l'oréal paris elvive hydra hyaluronic, balsamo 72h idratazione profonda, con acido ialuronico, 250ml",18.36 € / l,0.25 l,cura della persona
7206,"garnier acqua micellare tutto in 1 struccante viso, occhi e labbra per pelli sensibili, 400 ml",10.48 € / l,0.4 l,cura della persona
7207,neutro roberts idratante con glicerina sapone liquido 400 ml,5.73 € / l,0.4 l,cura della persona
7208,lines intervallo lady plus maxi 28 pz,0.14 € / pz,28.0 pz,cura della persona
7209,tena discreet maxi 12 pz,0.61 € / pz,12.0 pz,cura della persona
7210,enervit the protein deal coconut party 55 g,46.36 € / kg,0.055 kg,cura della persona
7211,garnier skinactive hydra bomb maschera viso in tessuto super idratante energizzante al melograno,84.29 € / kg,0.035 kg,cura della persona
7212,neutro roberts con antibatterico con tè verde sapone liquido dermotestato 400 ml,5.73 € / l,0.4 l,cura della persona
7213,garnier shampoo ultra dolce camomilla & miele di fiori shampoo illuminante 250 ml,12.76 € / l,0.25 l,cura della persona
7214,biorepair fast sensitive repair 75 ml,59.87 € / l,0.075 l,cura della persona
7215,blanx sbiancante 75 ml,42.53 € / l,0.075 l,cura della persona
7216,oral-b satin tape nastro interdentale menta 25 m,3.99 € / pz,1.0 pz,cura della persona
7217,lines idea ultra notte con ali x10,0.14 € / pz,10.0 pz,cura della persona
7218,breeze sporting deodorante profumato 48h 100 ml,58.90 € / l,0.1 l,cura della persona
7219,fresh & clean personal care maxi salviette umidificate igiene quotidiana del corpo 40 pz,0.09 € / pz,40.0 pz,cura della persona
7220,"labello classic care 4,8 g",378.00 € / l,0.005 l,cura della persona
7221,prep derma protective cream 75 ml,51.87 € / l,0.075 l,cura della persona
7222,elmex dentifricio sensitive denti sensibili 75 ml,62.53 € / l,0.075 l,cura della persona
7223,nivea deodorant anti-perspirant pure invisible 50 ml,59.00 € / l,0.05 l,cura della persona
7224,elmex dentifricio sensitive denti sensibili 75 ml,66.53 € / l,0.075 l,cura della persona
7225,pantene balsamo ricci perfetti 180 ml,19.94 € / l,0.18 l,cura della persona
7226,scottex balsam 10 pz,0.22 € / pz,10.0 pz,cura della persona
7227,az ricerca dentifricio 3d white illuminate perfezione carbone 50 ml,59.80 € / l,0.05 l,cura della persona
7228,carrefour express solvente per unghie 200 ml,13.75 € / l,0.2 l,cura della persona
7229,fresh & clean sapone liquido disinfettante 300 ml,6.97 € / l,0.3 l,cura della persona
7230,chilly con antibatterico detergente intimo 2 x 200 ml,12.48 € / l,0.4 l,cura della persona
7231,parodontax original dentifricio quotidiano con fluoro per gengive più sane e denti forti 75 ml,53.20 € / l,0.075 l,cura della persona
7232,carrefour soft fresh 0% alcol collutorio 500 ml,3.38 € / l,0.5 l,cura della persona
7233,pantene pro-v shampoo lisci effetto seta 2x225 ml,13.31 € / l,0.45 l,cura della persona
7234,colgate dentifricio sbiancante istantaneo max white optic 75 ml,43.87 € / l,0.075 l,cura della persona
7235,"oral-b dentifricio repair, gengive e smalto classico 75 ml",57.20 € / l,0.075 l,cura della persona
7236,splend'or balsamo addolcente al cocco capelli lunghi e ribelli 300 ml,3.63 € / l,0.3 l,cura della persona
7237,milmil fresca vitalità sapone liquido mani viso corpo morbidezza naturale ricarica 2000 ml,2.15 € / l,2.0 l,cura della persona
7238,"garnier ultra dolce shampoo 2in1 per bambini all'albicocca e fiori di cotone, senza parabeni, 250 ml",12.76 € / l,0.25 l,cura della persona
7239,head & shoulders shampoo antiforfora anticaduta* men ultra 225 ml,14.62 € / l,0.225 l,cura della persona
7240,neutro roberts doccia shampoo rinfrescante con eucalipto&mentolo 250 ml,9.96 € / l,0.25 l,cura della persona
7241,malizia bagno schiuma crema di latte 1000 ml,2.79 € / l,1.0 l,cura della persona
7242,neutro roberts olio doccia con olio di argan 250 ml,15.96 € / l,0.25 l,cura della persona
7243,oral-b professional dentifricio gengive e smalto pro-repair classico 75 ml,70.53 € / l,0.075 l,cura della persona
7244,pantene balsamo lisci effetto seta 180 ml,19.94 € / l,0.18 l,cura della persona
7245,intesa pour homme schiuma da barba idratante con olio di avocado e prebiotico 300 ml,8.50 € / l,0.3 l,cura della persona
7246,carrefour eco planet fazzoletti 100% carta riciclata 15 pz,0.13 € / pz,15.0 pz,cura della persona
7247,nuvenia comfort & protezione sottile+ con ali 16 pz,0.12 € / pz,16.0 pz,cura della persona
7248,borotalco originale profumo di borotalco deo roll on 50 ml,91.80 € / l,0.05 l,cura della persona
7249,nivea men dry fresh anti-perspirant 150 ml,21.27 € / l,0.15 l,cura della persona
7250,enervit protein 32% bar with vitamins lemon cake flavour 48 g,47.71 € / kg,0.048 kg,cura della persona
7251,nectar of bio soft conditioner all hair types 200 ml,9.95 € / l,0.2 l,cura della persona
7252,"acqua alle rose salviettine struccanti viso, occhi e labbra 20 pz",0.15 € / pz,20.0 pz,cura della persona
7253,milmil sapone liquido argan & miele ricarica universale ecologica 2 litri,2.15 € / l,2.0 l,cura della persona
7254,polident pulitore quotidiano protesi dentali intensa freschezza confezione 36 compresse,3.29 € / pz,1.0 pz,cura della persona
7255,malizia bagno schiuma argan e vaniglia 1000 ml,2.79 € / l,1.0 l,cura della persona
7256,lines idea notte anatomico disteso 14 pz,0.21 € / pz,14.0 pz,cura della persona
7257,tampax & go regular 18 pz,0.21 € / pz,18.0 pz,cura della persona
7258,felce azzurra narciso essenza di bellezza bagnodoccia 650 ml,5.37 € / l,0.65 l,cura della persona
7259,pantene pro-v 3in1 shampoo+balsamo+trattamento lisci effetto seta 2x225 ml,13.31 € / l,0.45 l,cura della persona
7260,infasil deovapo neutro extra delicato 70 ml,68.43 € / l,0.07 l,cura della persona
7261,nivea black & white invisible original anti-perspirant 50 ml,59.00 € / l,0.05 l,cura della persona
7262,intesa pour homme deodorant parfumé ylang-ylang body spray 150 ml,23.93 € / l,0.15 l,cura della persona
7263,carrefour comfort morbida carta igienica 2 veli 160 strappi 12 pz,0.42 € / pz,12.0 pz,cura della persona
7264,borotalco busta talco 120g,11.58 € / kg,0.12 kg,cura della persona
7265,herbal essences shampoo formula vegana ripara con olio di argan 250 ml,14.80 € / l,0.25 l,cura della persona
7266,dove original anti-perspirant 50 ml,65.80 € / l,0.05 l,cura della persona
7267,tampax & go super 18 pz,0.21 € / pz,18.0 pz,cura della persona
7268,batist dry shampoo classico 200 ml,32.50 € / l,0.2 l,cura della persona
7269,tampax & go super plus 18 pz,0.21 € / pz,18.0 pz,cura della persona
7270,spuma di sciampagna benessere marsiglia sapone crema ecoricarica 1500 ml,3.06 € / l,1.5 l,cura della persona
7271,breeze classico 67 deodorante profumato 100 ml,58.90 € / l,0.1 l,cura della persona
7272,lines intervallo cotton soft regular 58 pz,0.07 € / pz,58.0 pz,cura della persona
7273,neutro roberts dermazero pelli intolleranti deo stick 40 ml,67.25 € / l,0.04 l,cura della persona
7274,colgate collutorio plax soft mint con antibatterico 500 ml,9.98 € / l,0.5 l,cura della persona
7275,mentadent denti e gengive 500 ml,8.78 € / l,0.5 l,cura della persona
7276,nivea men anti-perspirant black & white invisible original 50 ml,57.00 € / l,0.05 l,cura della persona
7277,az ricerca dentifricio 3d white luxe bianco brillante 75 ml,43.87 € / l,0.075 l,cura della persona
7278,nivea anti-perspirant dry comfort 50 ml,59.00 € / l,0.05 l,cura della persona
7279,tena discreet extra 10 pz,0.44 € / pz,10.0 pz,cura della persona
7280,colgate dentifricio triple action protezione carie 2x75 ml,33.27 € / l,0.15 l,cura della persona
7281,enervit protein 28% bar with vitamins vanilla-yogurt flavour 40 g,57.25 € / kg,0.04 kg,cura della persona
7282,scottex tutti giorni 140 fazzoletti,0.02 € / pz,140.0 pz,cura della persona
7283,one day + igiene mascherine ffp2 colors blu 5 pz,2.50 € / pz,1.0 pz,cura della persona
7284,dove anti crespo shampoo per capelli crespi e secchi 225 ml,13.29 € / l,0.225 l,cura della persona
7285,pantene pro-v shampoo ricci perfetti 2x225 ml,13.31 € / l,0.45 l,cura della persona
7286,sensodyne complex / daily care 75 ml,49.20 € / l,0.075 l,cura della persona
7287,pantene balsamo e siero capelli con acido ialuronico miracle serum lisci effetto seta 150 ml,23.27 € / l,0.15 l,cura della persona
7288,carrefour maxi night absodys 12 pz,0.39 € / pz,12.0 pz,cura della persona
7289,lysoform medical disinfettante 250 ml,7.96 € / l,0.25 l,cura della persona
7290,carrefour soft freschezza salviettine struccanti pelli normali e miste 25 pz,0.05 € / pz,25.0 pz,cura della persona
7291,palmolive bagnoschiuma thermal spa mineral massage 500 ml,8.18 € / l,0.5 l,cura della persona
7292,pantene pro-v shampoo aqua light 2x225 ml,11.98 € / l,0.5 l,cura della persona
7293,breeze freschezza talcata deodorante profumato 48h 100 ml,58.90 € / l,0.1 l,cura della persona
7294,vidal white musk docciaschiuma muschio bianco 250 ml,6.76 € / l,0.25 l,cura della persona
7295,enervit power crunchy choco drops 40 g,47.25 € / kg,0.04 kg,cura della persona
7296,pantene pro-v x moschino maschera protezione cheratina rigenera e protegge 300 ml,20.97 € / l,0.3 l,cura della persona
7297,borotalco active profumo di cedro e lime deo spray 0% alcool 150 ml,26.60 € / l,0.15 l,cura della persona
7298,pantene shampoo lisci effetto seta 225 ml,15.96 € / l,0.225 l,cura della persona
7299,lines intervallo & go regular fresh 20+4 pz,0.06 € / pz,24.0 pz,cura della persona
7300,nivea crema corpo idratante express pelle normale o secca 500 ml,11.20 € / l,0.5 l,cura della persona
7301,"colgate dentifricio maximum caries protection, protezione carie 100 ml",37.90 € / l,0.1 l,cura della persona
7302,carrefour soft classic medio 4 pz,1.39 € / pz,1.0 pz,cura della persona
7303,biorepair collutorio ad alta densità 500 ml,14.20 € / l,0.5 l,cura della persona
7304,pantene balsamo rigenera e protegge 180 ml,19.94 € / l,0.18 l,cura della persona
7305,carrefour soft mini confort fazzoletti 4 veli 15 pz,0.19 € / pz,15.0 pz,cura della persona
7306,aquafresh junior dentifricio bambini igiene dentale denti sani e forti dai 6 anni 75 ml,19.87 € / l,0.075 l,cura della persona
7307,carrefour spugna extra soffice,1.35 € / pz,1.0 pz,cura della persona
7308,colgate dentifricio sbiancante minerale max white carbon 75 ml,43.87 € / l,0.075 l,cura della persona
7309,nivea biodegradabili salviettine struccanti pelli normali e miste 25 pz,0.11 € / pz,25.0 pz,cura della persona
7310,herbal essences shampoo formula vegana idrata con olio di cocco 250 ml,14.80 € / l,0.25 l,cura della persona
7311,lines idea liberty giorno anatomico disteso x15,0.09 € / pz,15.0 pz,cura della persona
7312,amuchina soluzione disinfettante concentrata 1000 ml,8.20 € / l,1.0 l,cura della persona
7313,carrefour soft 3 - 6 anni,1.69 € / pz,1.0 pz,cura della persona
7314,pantene pro-v spuma ricci perfetti 200 ml,24.95 € / l,0.2 l,cura della persona
7315,"elmex dentifricio bimbi, bambini fino ai 6 anni 50 ml",81.80 € / l,0.05 l,cura della persona
7316,borotalco profumo di borotalco original sapone idratante 250 ml,8.36 € / l,0.25 l,cura della persona
7317,oral-b filo super floss interdentale - 50 fili pre-tagliati,5.69 € / pz,1.0 pz,cura della persona
7318,nivea struccante occhi doppia azione 125 ml,35.12 € / l,0.125 l,cura della persona
7319,sensodyne complete protection dentifricio quotidiano con fluoro 75 ml,66.53 € / l,0.075 l,cura della persona
7320,vedo chiaro occhiali vista e sole salviettine umidificate 16 pz,0.12 € / pz,16.0 pz,cura della persona
7321,carrefour comfort cerotti medi 20 pz,0.09 € / pz,20.0 pz,cura della persona
7322,carrefour salviettine milleusi muschio bianco 20 pz,0.04 € / pz,20.0 pz,cura della persona
7323,veet crema depilatoria corpo e gambe pure pelli normali 200 ml,26.45 € / l,0.2 l,cura della persona
7324,carrefour bio soft bastoncini cotonati bio* 200 pz,0.01 € / pz,200.0 pz,cura della persona
7325,lines intervallo velo regular fresh 64 pz,0.07 € / pz,64.0 pz,cura della persona
7326,lines specialist normal 12 pezzi,0.28 € / pz,12.0 pz,cura della persona
7327,lines petalo con ali x24,0.16 € / pz,24.0 pz,cura della persona
7328,listerine difesa denti e gengive menta fresca 500 ml,11.98 € / l,0.5 l,cura della persona
7329,elmex dentifricio protezione carie doppio scudo protettivo 75 ml,66.53 € / l,0.075 l,cura della persona
7330,amuchina protettivo sapone liquido mani igienizzante 250 ml,13.16 € / l,0.25 l,cura della persona
7331,fresh & clean milleusi disinfettanti salviettine umidificate 60 pz,0.06 € / pz,60.0 pz,cura della persona
7332,tena pants culottes plus night l 12 pz,1.27 € / pz,12.0 pz,cura della persona
7333,carrefour soft dry antitraspirante con talco 200 ml,9.45 € / l,0.2 l,cura della persona
7334,carrefour sensitive salviettine intime umidificate 42 pz,0.03 € / pz,42.0 pz,cura della persona
7335,carrefour bio soft dentifricio freschezza con acqua di menta 75 ml,20.67 € / l,0.075 l,cura della persona
7336,lines intervallo lady plus maxi long 28 pz,0.14 € / pz,28.0 pz,cura della persona
7337,mentadent protezione famiglia freschezza quotidiana 75 ml,22.00 € / l,0.075 l,cura della persona
7338,intesa pour homme schiuma da barba energizzante con caffeina e guaranà 300 ml,8.50 € / l,0.3 l,cura della persona
7339,carrefour soft delicato detergente intimo 250 ml,9.60 € / l,0.25 l,cura della persona
7340,mentadent c-fresh 75 ml,31.87 € / l,0.075 l,cura della persona
7341,lines petalo notte con ali x18,0.21 € / pz,18.0 pz,cura della persona
7342,neutro roberts idratante con glicerina naturale bagnodoccia 600 ml,7.65 € / l,0.6 l,cura della persona
7343,lines cotone assorbenti ultra con ali 10+2 pz,0.28 € / pz,12.0 pz,cura della persona
7344,parodontax dentifricio quotidiano con fluoro gengive + alito cattivo & sensibilità 75 ml,77.20 € / l,0.075 l,cura della persona
7345,breeze neutro deodorante profumato 48h 100 ml,58.90 € / l,0.1 l,cura della persona
7346,head & shoulders shampoo antiforfora lisci & setosi 225 ml,14.62 € / l,0.225 l,cura della persona
7347,nivea latte detergente idratante 200 ml,19.45 € / l,0.2 l,cura della persona
7348,chilly con antibatterico salviettine intime 12 pz,0.22 € / pz,12.0 pz,cura della persona
7349,felce azzurra con antibatterico menta e lime sapone profumato 300 ml,6.63 € / l,0.3 l,cura della persona
7350,borotalco saponetta profumata collezione vintage 2 x 100 g,11.75 € / kg,0.2 kg,cura della persona
7351,kleenex mindfulness collection fazzoletti 48 pz,0.07 € / pz,48.0 pz,cura della persona
7352,nivea deodorant anti-perspirant pearl & beauty 50 ml,59.00 € / l,0.05 l,cura della persona
7353,dove anti crespo balsamo per capelli crespi e secchi 180 ml,16.61 € / l,0.18 l,cura della persona
7354,sanex bagnoschiuma zero% pelle normale 550 ml,6.16 € / l,0.55 l,cura della persona
7355,neutro roberts nutriente con olio di mandorla sapone liquido 400 ml,5.73 € / l,0.4 l,cura della persona
7356,carrefour 30 proteggi slip anatomico maxi,0.05 € / pz,30.0 pz,cura della persona
7357,pantene shampoo rigenera e protegge 225 ml,15.96 € / l,0.225 l,cura della persona
7358,carrefour solvente delicato alla glicerina unghie fragili 200 ml,13.75 € / l,0.2 l,cura della persona
7359,"colgate spazzolino zig zag pulizia profonda, medio",2.29 € / pz,1.0 pz,cura della persona
7360,carrefour comfort cerotti assortiti 4 formati 40 pz,0.07 € / pz,40.0 pz,cura della persona
