,Product,Unit Price
6889,Dash Detersivo Lavatrice Liquido Bucato Classico 2 x 33 = 66 Lavaggi 2 x 1650 ml,"€ 6,36 all/3300.0 ml"
6890,"Carrefour Essential Detergente Multisuperficie Profumo di Lavanda 1,25 L","€ 1,08 all/1250.0 ml"
6891,Samurài l'Originale stuzzicadenti 400 pz,"€ 2,35 alpz/1.0 pz"
6892,Vert di Chanteclair Ammorbidente Concentrato Fiori di Mandorlo e Aloe 900 ml,"€ 3,88 all/900.0 ml"
6893,Carrefour Alzaimmondizia con snodo,"€ 3,69 alpz/1.0 pz"
6894,WC Net Professional Sturascarichi Bloccati Azione Totale 1000 ml,"€ 2,95 all/1000.0 ml"
6895,Air Wick Stick Up Mix Profumatore per ambienti 2 x 30 gr,"€ 1,99 alpz/1.0 pz"
6896,Scotch-Brite Classic Scrub Sponge 2 pz,"€ 1,08 alpz/2.0 pz"
6897,"Ambi Pur Profumatore per Ambienti 3Volution, Lenor Oro e Fiori di Vaniglia, Ricarica 20ml","€ 174,50 all/20.0 ml"
6898,"Ambi Pur Profumatore per Ambienti 3Volution, Deodorante, Lenor Risveglio Primaverile, Ricarica 20ml","€ 174,50 all/20.0 ml"
6899,Arcasa Scopa Redford Con Manico Allungabile,"€ 7,99 alpz/1.0 pz"
6900,Napisan Polvere Additivo disinfettante lavatrice 1200 gr,"€ 4,99 alkg/1200.0 g"
6901,"Smac Express Sgrassatore con Candeggina, Tecnologia Zero Aloni, Igienizzante e Smacchiante 650ml","€ 4,31 all/650.0 ml"
6902,Simpl 3 Panni Gialli Multisuperficie 38x38 cm,"€ 1,15 alpz/1.0 pz"
6903,"Dash Power Pods Detersivo Lavatrice Capsule, Tecnologia Colori Brillanti e Fibre, 39 Lavaggi 982,8g","€ 18,30 alkg/983.0 g"
6904,"Dash Detersivo Liquido Lavatrice, Classico, 45 Lavaggi 2250 ml","€ 6,22 all/2250.0 ml"
6905,Foxy Trapuntati 45 Tovaglioli 40x40 decorati Doppiovelo di Qualità Superiore - Decori assortiti,"€ 0,04 alpz/45.0 pz"
6906,Naturia bio Coppette 10 pz,"€ 1,45 alpz/1.0 pz"
6907,"Finish Ultimate All In One Lemon pastiglie lavastoviglie 32 lavaggi 412,8 gr","€ 25,50 alkg/400.0 g"
6908,"Wc Net - Tavoletta Profumoso 3 Effect, Detergente Igienizzante Solido WC, Mountain Fresh, 4 Pezzi","€ 2,95 alpz/1.0 pz"
6909,"Fabuloso ammorbidente concentrato Magnolia 54 lavaggi 1,25 L","€ 2,71 all/1250.0 ml"
6910,Lysoform Salviette Detergenti Igienizzanti Ocean 30 pz,"€ 0,08 alpz/30.0 pz"
6911,Carrefour Expert Esca Insetticida Antiformiche AMP 1 RB 2 pz 4 g,"€ 1,90 alpz/2.0 pz"
6912,"Smac - Brilla Acciaio Crema, Detergente per Superfici in Acciaio, Azione Lucidante 520 ml","€ 6,90 all/520.0 ml"
6913,Lysoform Protezione Completa Disinfettante Superfici Delicate 1250 ml,"€ 2,55 all/1250.0 ml"
6914,COLORERIA Blu Notte 350 gr.,"€ 6,69 alpz/1.0 pz"
6915,Le Nappage 50 Piatti In Cartoncino Diam 18cm 100% Nature Compostabili Bianco,"€ 4,89 alpz/1.0 pz"
6916,Bio Table Bicchieri 20 cl. Compostable 100 pz,"€ 2,99 alpz/1.0 pz"
6917,Panno per vetri o specchi 40x30,"€ 1,65 alpz/1.0 pz"
6918,Naturia bio Piatti Fondi 15 pz,"€ 3,99 alpz/1.0 pz"
6919,Carrefour Scopa Alta per interni / per esterni,"€ 2,99 alpz/1.0 pz"
6920,"Vileda guanti casalinghi Comfort Extra in lattice, massima protezione e resistenza, taglia M","€ 2,35 alpz/1.0 pz"
6921,Cuki Conserva e Cuoce Vaschette Alluminio con Coperchi 6 porzioni 2 pz (RS90L),"€ 2,49 alpz/1.0 pz"
6922,Calgon Pastiglie Anticalcare lavatrice 3in1 15 Tabs - 195 gr,"€ 32,26 alkg/195.0 g"
6923,Oust Spray 300ml,"€ 11,97 all/300.0 ml"
6924,"Wc Net - Tavoletta Style Active, Detergente Igienizzante Solido per WC, Pink Harmony, 1 Pezzo","€ 2,15 alpz/1.0 pz"
6925,Air Wick Freshmatic Vaniglia e Thè Bianco Spray Automatico per Ambienti Ricarica 250 ml,"€ 15,16 all/250.0 ml"
6926,Sidol 250 ml,"€ 9,40 all/250.0 ml"
6927,Cif Greenactive Vetri Brillanti Olio Essenziale di Bergamotto 650 ml,"€ 3,83 all/650.0 ml"
6928,Cuki Cuoce Pellicola Microonde 20 m,"€ 1,49 alpz/1.0 pz"
6929,"Smac Express Scioglicalcare Spray con Barriera Previeni Calcare, Azione igienizzante, 650 ml","€ 4,31 all/650.0 ml"
6930,Rio Casaviva Cloro+Sapone Detergente Multiuso 750 ml,"€ 2,12 all/750.0 ml"
6931,"Dash Power Pods Detersivo Lavatrice Capsule, Azione Anti-Odore, 39 Lavaggi 982,8 g","€ 18,30 alkg/983.0 g"
6932,"Lenor Ammorbidente Lavatrice Concentrato, Risveglio Primaverile, 40 Lavaggi 840 ml","€ 3,56 all/840.0 ml"
6933,"Glade Automatic Spray Ricarica, Profumatore per Ambienti, Fragranza Sensual Sandalwood&Jasmine 269ml","€ 17,43 all/269.0 ml"
6934,nuncas Winto Parquet 1 l,"€ 7,19 all/1000.0 ml"
6935,nuncas Pavimenti Profumati Desiderio 1 L,"€ 5,89 all/1000.0 ml"
6936,"Dash Detersivo Liquido Lavatrice, Salvacolore, 45 Lavaggi 2250 ml","€ 6,22 all/2250.0 ml"
6937,BIBO 50 Bicchieri In Cartoncino Bio Per Bevande Calde 4 Oz - 100/140 ml,"€ 3,59 alpz/1.0 pz"
6938,Bio Table i colori della natura Piatti Frutta & Dessert Compostabili Rosa 20 pz,"€ 2,89 alpz/1.0 pz"
6939,Bio Table Piatti Frutta & Dessert Compostabili 20 pz,"€ 2,05 alpz/1.0 pz"
6940,Emulsio Mangia Polvere l'Antistatico Naturale Freschezza di Agrumi 300 ml,"€ 10,63 all/300.0 ml"
6941,"Carrefour Kit Pulizia completo secchio con strizzatore, mop tnt, manico componibile","€ 9,79 alpz/1.0 pz"
6942,Spontex Guanti Casalinghi Effetto Seta Taglia S,"€ 1,99 alpz/1.0 pz"
6943,Panno pavimenti con microfibra 50x70,"€ 2,49 alpz/1.0 pz"
6944,Naturia bio Forchette 20 pz,"€ 1,75 alpz/1.0 pz"
6945,Finish Ultimate All in One Lemon pastiglie lavastoviglie 20 lavaggi 258 gr,"€ 28,76 alkg/250.0 g"
6946,Ajax salviette igienizzanti con candeggina 50 pezzi,"€ 0,05 alpz/50.0 pz"
6947,Spontex Protect 100 Guanti Monouso L 8-8½ 100 pz,"€ 11,20 alpz/1.0 pz"
6948,Spontex Protect 100 Guanti Monouso M 7-7½ 100 pz,"€ 11,20 alpz/1.0 pz"
6949,Spontex Guanti Casalinghi Effetto Seta Taglia M,"€ 1,99 alpz/1.0 pz"
6950,Finish Power Gel 0% gel lavastoviglie 30 lavaggi 600 ml,"€ 10,83 all/600.0 ml"
6951,Svelto Titanium Gel Lavastoviglie Tutto in 1 640 ml,"€ 7,95 all/640.0 ml"
6952,Swiffer Starter Kit Preassemblato-Scopa con 1Manico+8Panni Catturapolvere+3Panni Umidi Lavapavimenti,"€ 15,60 alpz/1.0 pz"
6953,VAPE Elettroemanatore Liquido Classic + Ricarica 36 ml,"€ 7,99 alpz/1.0 pz"
6954,Mr Muscle Monodose Rapido 500ml,"€ 4,90 all/500.0 ml"
6955,Svelto Powered by Nature Tutto in 1 Agrumi 25 Pastiglie 438 g,"€ 11,62 alkg/438.0 g"
6956,Winni's Bagno 500 ml,"€ 4,60 all/500.0 ml"
6957,Emulsio LaCera Facile Autolucidante - Tutti i pavimenti 725 ml,"€ 11,02 all/725.0 ml"
6958,Carrefour Detersivo in dosi idrosolubili Profumo Lavanda 18 x 25 g,"€ 10,22 all/459.0 ml"
6959,"Glade Gel Bagno, Profumatore per Ambienti, Fragranza Ocean Adventure 180g","€ 17,22 alkg/180.0 g"
6960,"Ambi Pur Bagno 2in1 Elimina e Previene, Profumatore Ambienti, Lavanda, 1 Deodorante","€ 61,23 alkg/57.0 g"
6961,Le Nappage 50 Tovaglioli in ovatta 33x33cm 2veli Fucsia,"€ 1,55 alpz/1.0 pz"
6962,"Lenor Ammorbidente Lavatrice Concentrato, Ametista Rosa e Note di Muschio, 40 Lavaggi 840 ml","€ 3,56 all/840.0 ml"
6963,"Smac Express Sgrassatore Universale, Multisuperficie, Tecnologia Zero Aloni, 650 ml","€ 4,31 all/650.0 ml"
6964,BIBO 25 Piatti In Polpa Di Cellulosa Da 17cm Biodegradabili E Compostabili,"€ 4,29 alpz/1.0 pz"
6965,Svelto Menta & Bergamotto 450 ml,"€ 4,42 all/450.0 ml"
6966,Carrefour Expert Classic Protect Pastiglie Anticalcare 45 x 12 g,"€ 8,87 alkg/540.0 g"
6967,Swiffer Duster Cattura Polvere con Profumo Ambi Pur - Ricarica 7 Piumini per spolverare,"€ 1,43 alpz/7.0 pz"
6968,Aristea 50 Bicch. 4oz (115cc) PAPER CLASSIC,"€ 2,15 alpz/1.0 pz"
6969,Swiffer Wet Panni Umidi Lavapavimenti Limone - Ricarica 40 Salviette,"€ 0,37 alpz/40.0 pz"
6970,Carrefour Panni Spugna 10 Pezzi,"€ 3,49 alpz/1.0 pz"
6971,Napisan Additivo Igienizzante Freschezza di Lavanda 2400 mL,"€ 3,25 all/2400.0 ml"
6972,my Sac pattumiera Grande Profumazione Mora 55x75 Sacchi 12 pz,"€ 2,49 alpz/1.0 pz"
6973,Cuki Conserva Pellicola superaderente 50 m,"€ 3,49 alpz/1.0 pz"
6974,Vileda Supermocio Torsion Power + Manico 3pz + Supermocio 3Action,"€ 16,50 alpz/1.0 pz"
6975,12 sacchetti per cubetti ghiaccio,"€ 1,29 alpz/1.0 pz"
6976,Logex Guanti Monouso Lattice Taglia L 100 pz,"€ 7,79 alpz/1.0 pz"
6977,Salviette Multiuso Profumo limone 80 pz,"€ 0,02 alpz/80.0 pz"
6978,Carrefour Anti Trasferimento 24 pz,"€ 0,12 alpz/24.0 pz"
6979,Argentil Silver Polish Crema 150 ml,"€ 35,27 all/150.0 ml"
6980,Carrefour Classic Resistente XXL Asciugatutto 2 pz,"€ 1,33 alpz/4.0 pz"
6981,Glade Liquido Elettrico Ricarica Relaxing Zen 20ml,"€ 199,50 all/20.0 ml"
6982,Lysoform Protezione Completa Disinfettante Fiori di Lavanda 1250 ml,"€ 2,55 all/1250.0 ml"
6983,PRIL Tutto in 1 Gel Limone 3x684ml,"€ 7,45 all/2052.0 ml"
6984,Carrefour Expert Esca Insetticida Scarafaggi AMP 10 RB 2 x 2 g,"€ 1,90 alpz/2.0 pz"
6985,VAPE Open Air Spray 500 ml,"€ 19,98 all/500.0 ml"
6986,Felce Azzurra Ammorbidente Concentrato Muschio Bianco 1025 ml,"€ 3,70 all/1025.0 ml"
6987,Chanteclair Sgrassatore universale con Bicarbonato 700 ml,"€ 5,70 all/700.0 ml"
6988,Cif Spray Attivo con Candeggina Freschezza Limone 650 ml,"€ 3,83 all/650.0 ml"
6989,"Carrefour Detersivo per lavatrice Anti-trasferimento dei colori 1,5 L","€ 1,49 all/1500.0 ml"
6990,Glade Liquido Elettrico Base Relaxing Zen 20ml,"€ 4,59 alpz/1.0 pz"
6991,"Ambi Pur Profumatore per Ambienti Elettrico Starter Kit, Lenor Risveglio Primaverile, 20 ml","€ 3,49 alpz/1.0 pz"
6992,Ariasana Aero 360° Tab 2 x 450 g,"€ 11,90 alpz/1.0 pz"
6993,Amuchina Bagno Spray 750ml,"€ 5,73 all/750.0 ml"
6994,"Deox Lavatrice Colorati e Scuri, Tecnologia Anti-Transfer, 30 lav, 1500 ml","€ 4,60 all/1500.0 ml"
6995,Fornet forni e barbecue 300 ml,"€ 10,37 all/300.0 ml"
6996,Carrefour Rotolo di Alluminio 50m,"€ 7,20 alpz/1.0 pz"
6997,Cuki Cuoce Teglie Forno Extra Alluminio alto spessore formato 44 x 32 cm 16 Porzioni 2 pz,"€ 3,80 alpz/1.0 pz"
6998,Samurài BioNature Cannucce 24cm - Ø 5mm con Snodo 40 pz,"€ 0,06 alpz/40.0 pz"
6999,Emulsio Hygiene Detergente Igienizzante Parquet 900 ml,"€ 4,10 all/900.0 ml"
7000,Vileda Manico supermocio,"€ 3,09 alpz/1.0 pz"
7001,Dom Sementi Esca insetticida per formiche 2x 10g,"€ 7,90 alpz/1.0 pz"
7002,Swiffer XXL Panni Catturapolvere per Scopa Swiffer - Ricarica 16 Panni,"€ 0,67 alpz/16.0 pz"
7003,BREF Brillante Superfici Pregiate 1.250ml,"€ 1,83 all/1250.0 ml"
7004,"Omino Bianco - Detersivo Lavatrice Igienizzante Liquido, 40 Lavaggi, 3 x 2000 ml","€ 2,67 all/6000.0 ml"
7005,VAPE Multinsetto Spray 400 ml,"€ 19,23 all/400.0 ml"
7006,Carrefour Piastrine Zanzare e altri insetti volanti 30 pz,"€ 20,40 alkg/125.0 g"
7007,Spontex Universale Antibac 2+1,"€ 0,60 alpz/3.0 pz"
7008,Spontex Multi Power x6,"€ 0,65 alpz/6.0 pz"
7009,Spontex Doppiouso x2,"€ 0,95 alpz/2.0 pz"
7010,Spontex Microfibre x4,"€ 4,19 alpz/1.0 pz"
7011,Carrefour Spugne abrasive Salva Unghie 2 pz,"€ 0,70 alpz/2.0 pz"
7012,Le Nappage 50 Tovaglioli in ovatta 25x25cm 2veli Turchese,"€ 1,99 alpz/1.0 pz"
7013,Le Nappage 24 Piatti in cartoncino diam 23cm Giallo Canarino,"€ 2,99 alpz/1.0 pz"
7014,"Fochista Verdefuoco Bio-Accendifuoco per Barbecue, Camini e Stufe 24 pz","€ 2,19 alpz/1.0 pz"
7015,Carrefour Ricambi Piumino per spolverare 360° 10 pz,"€ 0,58 alpz/10.0 pz"
7016,"Omino Bianco, Additivo Totale Color, Elimina più di 100 macchie, 600g","€ 6,32 alkg/600.0 g"
7017,Arbre Magique Lavanda 5 g,"€ 1,99 alpz/1.0 pz"
7018,Carrefour Expert All in 1 Pastiglie Lavastoviglie 30 x 17 g,"€ 8,80 alkg/510.0 g"
7019,Carrefour Vaschette in Alluminio per Torta 3 pz,"€ 1,49 alpz/1.0 pz"
7020,"Wc Net - Natural Power Gel, Anticalcare e Igienizzante per Sanitari e Superfici, 800 ml","€ 4,74 all/800.0 ml"
7021,BIBO 20 Piatti Dessert In Bioplastica Biodegrabili E Compostabili,"€ 2,25 alpz/1.0 pz"
7022,"Ambi Pur Bagno 2in1 Elimina e Previene,Profumatore Ambienti, Lenor Fioritura Portofino, 1 Deodorante","€ 498,57 all/7.0 ml"
7023,PRIL Excellence 4in1 Caps 346g 18+2 lav.,"€ 17,89 alkg/346.0 g"
7024,"Dash Power Pods Detersivo Lavatrice Capsule, Azione Extra-Igienizzante Colorati, 39 Lavaggi 1060,8 g","€ 16,96 alkg/1061.0 g"
7025,Bio Table Piatti Fondi Compostabili 10 pz,"€ 1,95 alpz/1.0 pz"
7026,Dash PODS Allin1 Detersivo Lavatrice in Capsule per Bucato Classico 65 Lavaggi 1638 g,"€ 12,81 alkg/1638.0 g"
7027,Cuki Congela Gelopiù sacchetti freezer 7 strati Formato Grandissimo 35 x 50 cm 10 pz,"€ 2,15 alpz/1.0 pz"
7028,Vileda Supermocio Soft,"€ 3,09 alpz/1.0 pz"
7029,Spontex Guanti Casalinghi Milleusi Taglia M,"€ 1,80 alpz/1.0 pz"
7030,Cuki Cuoce Teglie Cuocirapido Alluminio doppia forza 8 Porzioni 2 pz,"€ 2,59 alpz/1.0 pz"
7031,Pellicola 300 metri,"€ 7,99 alpz/1.0 pz"
7032,Lysoform Protezione & Natura Disinfettante Freschezza di Agrumi 1250 ml,"€ 2,55 all/1250.0 ml"
7033,Vert di Chanteclair Lavatrice Igienizzante con Bicarbonato 1071 ml,"€ 5,31 all/1071.0 ml"
7034,Lysoform Protezione Completa Disinfettante Freschezza Alpina 2 x 1250 ml,"€ 2,39 all/2500.0 ml"
7035,Carrefour Expert All in 1 640 ml,"€ 7,02 all/640.0 ml"
7036,Lysoform Protezione Completa Disinfettante Classico 2 x 1250 ml,"€ 2,39 all/2500.0 ml"
7037,BREF Brillante Trigger Bagno 750ml,"€ 3,32 all/750.0 ml"
7038,"Wc Net - Igiene Totale Gel per Sanitari e Superfici, Pulitore Liquido per Wc, 800 ml","€ 4,74 all/800.0 ml"
7039,Spuma di Sciampagna Additivo Bianco Puro Igienizzante 1000 ml,"€ 2,85 all/1000.0 ml"
7040,PRIL Excellence Duo Gel Sciogli Grasso 600ml,"€ 10,32 all/600.0 ml"
7041,"Glade Automatic Spray Ricarica, Profumatore per Ambienti, Fragranza Romantic Vanilla Blossom 269ml","€ 17,43 all/269.0 ml"
7042,Finish Ultimate + Igiene Gel Napisan Lemon liquido lavastoviglie 26 lavaggi 560 ml,"€ 11,95 all/560.0 ml"
7043,"Samurài Spiedi Deluxe in Bambù Sezione Tonda 25 cm Ø 3,0 mm 50 pz","€ 1,35 alpz/1.0 pz"
7044,Vileda Aqua Classic 2 pz,"€ 0,90 alpz/2.0 pz"
7045,"Dash Power Detersivo Lavatrice in Polvere, Tecnologia Anti-Residui, 37 Lavaggi 1850 g","€ 7,29 alkg/1850.0 g"
7046,"Ambi Pur Profumatore per Ambienti Elettrico, Deodorante, Oro e Fiori di Vaniglia, Ricarica 20ml","€ 149,50 all/20.0 ml"
7047,"Glade Automatic Spray Ricarica, Profumatore per Ambienti, Fragranza Tranquil Lavender & Aloe 269ml","€ 17,43 all/269.0 ml"
7048,Wc Net Scarichi Domestici con Agenti Biologici profumo Pino 1 L,"€ 5,89 all/1000.0 ml"
7049,Finish Power All in One Lemon pastiglie lavastoviglie 70 lavaggi 1120 gr,"€ 15,45 alkg/1120.0 g"
7050,Carrefour Vaschette Profonde in Alluminio con Coperchio 1-2 Porzioni 10 pz,"€ 1,49 alpz/1.0 pz"
7051,"Smac Express Sgrassatore Disinfettante, Elimina il 99,9% dei Batteri, Risciacquo Immediato, 650 ml","€ 4,31 all/650.0 ml"
7052,Bio Table Work Ciotole Compostabili 25 pz,"€ 3,09 alpz/1.0 pz"
7053,Bio Table Piatti Fondi Compostabili 25 pz,"€ 2,99 alpz/1.0 pz"
7054,Dash PODS Allin1 Detersivo Lavatrice in Capsule per Bucato Salva Colore 65 Lavaggi 1547 g,"€ 13,57 alkg/1547.0 g"
7055,Aristea Bicchieri 200cc MTB NAT-BIO FUCSIA,"€ 2,00 alpz/1.0 pz"
7056,Baygon Polvere Scarafaggi e Formiche 250 g,"€ 27,96 alkg/250.0 g"
7057,Carrefour eco Planet Sgrassatore spray 750 ml,"€ 2,25 all/750.0 ml"
7058,"No-Brand 68445 bottiglietta spray per stirare Verde, Grigio, Rosso, Turchese 500 ml","€ 2,99 alpz/1.0 pz"
7059,Carrefour Spazzolone,"€ 1,99 alpz/1.0 pz"
7060,"Raid Liquido Elettrico Ricarica, 60 Notti, Eucalipto, 36 ml","€ 174,72 all/36.0 ml"
7061,Naturia bio Coltelli 20 pz,"€ 1,75 alpz/1.0 pz"
7062,Citrosil Home Protection Spray Disinfettante con essenze di agrumi 300 ml,"€ 13,97 all/300.0 ml"
7063,Smac express Pavimenti Freschezza di Agrumi 1000 ml,"€ 2,29 all/1000.0 ml"
7064,"Raid Mosche e Zanzare Plus, 400 ml","€ 10,98 all/400.0 ml"
7065,VAPE Liquido Antiodore Ricarica 36 ml,"€ 191,67 all/36.0 ml"
7066,Lysoform Protezione Completa Disinfettante Freschezza Alpina 1250 ml,"€ 2,55 all/1250.0 ml"
7067,Wc Net Professional Fosse Biologiche 20 caps 360 g,"€ 24,22 alkg/360.0 g"
7068,"Citrosil Home Protection - Detergente Multisuperfici Igienizzante germi e batteri Tea Tree, 650 ml","€ 5,52 all/650.0 ml"
7069,Carrefour eco Planet Pavimenti profumo pino 1 L,"€ 1,79 all/1000.0 ml"
7070,BIO PRESTO Igiene e Freschezza Liquido 36lav,"€ 3,94 all/1800.0 ml"
7071,"Wc Net - Tavoletta Profumoso 3 Effect, Detergente Igienizzante Solido WC, Lavender Fresh, 4 Pezzi","€ 2,95 alpz/1.0 pz"
7072,Tonkita We Like Green Manico 130 cm,"€ 2,09 alpz/1.0 pz"
7073,Le Nappage 50 Tovaglioli in ovatta 33x33 cm 2 veli Giallo Canarino,"€ 1,55 alpz/1.0 pz"
7074,"Lenor Ammorbidente Lavatrice Concentrato, Atmosfere d'Italia Capri, 40 Lavaggi 840 ml","€ 3,56 all/840.0 ml"
7075,nuncas Pavimenti Profumati fiorito 1 l,"€ 6,29 all/1000.0 ml"
7076,Ace Candeggina Classica 1 L,"€ 1,45 all/1000.0 ml"
7077,Napisan Spray Profumo di Primavera Disinfettante Milleusi 400 ml,"€ 9,98 all/400.0 ml"
7078,Aristea Bicchieri 200cc MTB NAT-BIO AZZURRO,"€ 2,00 alpz/1.0 pz"
7079,"Duck Active Clean - Tavoletta Igienizzante WC, Fragranza Fresia&Peonia, 36 g","€ 1,80 alpz/1.0 pz"
7080,Kinzo Feltrini,"€ 0,79 alpz/1.0 pz"
7081,Spontex Guanti Casalinghi Essential 1+1 Taglia M,"€ 2,39 alpz/1.0 pz"
7082,Logex Guanti Monouso Lattice Taglia S 100 pz,"€ 7,79 alpz/1.0 pz"
7083,Wettex Panno Magico 3 pz,"€ 2,49 alpz/1.0 pz"
7084,Spontex Panno Pavimenti Microfibre x2,"€ 4,19 alpz/1.0 pz"
7085,Baygon Scarafaggi e Formiche Spray Protezione Cucina* 400 ml,"€ 21,98 all/400.0 ml"
7086,Smart Ecotable Piatti in cartoncino ø23 cm 20 pz,"€ 2,45 alpz/1.0 pz"
7087,Spontex Guanti Casalinghi Effetto Seta Taglia L,"€ 1,99 alpz/1.0 pz"
7088,"Raid Outdoor spirali spirale antizanzare 10 x 11,5 g","€ 0,24 alpz/10.0 pz"
7089,Domopak Spazzy Neutralizza Odori per Pattumiera (1 Pezzo),"€ 2,99 alpz/1.0 pz"
7090,nuncas Wool 2 Cura Lana 750 ml,"€ 9,72 all/750.0 ml"
7091,nuncas Livax Splendi parquet Cera protettiva 1 l,"€ 14,20 all/1000.0 ml"
7092,nuncas Pavimenti Profumati zagara 1 l,"€ 6,29 all/1000.0 ml"
7093,"Baygon Antitarme Alimentari, Protezione per la Cucina, Confezione da 3 unità","€ 2,66 alpz/3.0 pz"
7094,Carrefour Trappola per Tarme Alimentari 2 pz,"€ 2,10 alpz/2.0 pz"
7095,"DIXAN Liquido Lavanda 360° - L. 1,350 - 27 Lav.","€ 6,73 all/1350.0 ml"
7096,GREY l'Acchiappacolore Eco 16 fogli,"€ 0,26 alpz/16.0 pz"
7097,Sundis Box 15L Nero,"€ 2,99 alpz/1.0 pz"
7098,Coccolino Ammorbidente Concentrato Fiori di Tiarè & Frutti Rossi 2 L,"€ 2,80 all/2000.0 ml"
7099,Finish Ultimate + Igiene Gel Napisan Regular liquido lavastoviglie 26 lavaggi 560 ml,"€ 11,95 all/560.0 ml"
7100,Carrefour Vaschette in Alluminio 8-10 Porzioni 3 pz,"€ 2,49 alpz/1.0 pz"
7101,Samurài l'Originale stuzzicadenti singolarmente imbustati 200 pz,"€ 2,69 alpz/1.0 pz"
7102,Bio Table i colori della natura Bicchieri 20 cl Compostable Giallo 50 pz,"€ 2,69 alpz/1.0 pz"
7103,Cuki Conserva Verdefresco Sacchetti frigo per verdure (29x42cm - 20 pezzi),"€ 2,29 alpz/1.0 pz"
7104,"Glade Sense&Spray, Profumatore per Ambienti, Fragranza Relaxing Zen 18ml","€ 4,99 alpz/1.0 pz"
7105,Quasar Vetri con Ammoniaca Ricarica 650 ml,"€ 3,62 all/650.0 ml"
7106,"Dash Pods Detersivo Lavatrice Capsule, Ambra, 31 Lavaggi 706,8 g","€ 19,08 alkg/707.0 g"
7107,EGIDNA Green - Mop in Cotone Green,"€ 2,79 alpz/1.0 pz"
7108,Fochista Cubetti Accendifuoco X40,"€ 2,59 alpz/1.0 pz"
7109,"Deox Lavatrice Fresh Profumo di Fiori Bianchi e di Pesco, 30 lav, 1500 ml","€ 4,60 all/1500.0 ml"
7110,Raid Spray Multinsetto 400 ml,"€ 17,23 all/400.0 ml"
7111,Swiffer Dry Panni Cattura Polvere con Profumo Ambi Pur per Scopa Swiffer - Ricarica 30 Salviette,"€ 0,33 alpz/30.0 pz"
7112,House's pellicola Avvolgente 12 metri,"€ 1,25 alpz/1.0 pz"
7113,"Dash PODS Allin1 Detersivo Lavatrice Capsule Bucato + Azione Extra-Igienizzante 56 Lavaggi 1523,2 g","€ 13,78 alkg/1523.0 g"
7114,Bio Table i colori della natura Piatti Piani Compostabili Giallo 20 pz,"€ 3,90 alpz/1.0 pz"
7115,Cuki Cuoce Carta Forno antiaderente goffrata 8 m,"€ 3,69 alpz/1.0 pz"
7116,Carrefour Skin Tanya Guanti casalinghi Naturale Lattice,"€ 1,25 alpz/1.0 pz"
7117,Cuki Prepara Carta Fritti (20 fogli da 32 x 33 cm),"€ 2,29 alpz/1.0 pz"
7118,Vileda Revolution 2in1 Microfibre Ricambio 1pz,"€ 5,19 alpz/1.0 pz"
7119,Vileda Turbo Refill 100% Microfibre 1 pz,"€ 6,19 alpz/1.0 pz"
7120,Domopak Spazzy Sacco Verde 100% Riciclato da Post-Consumo con Manici 110 lt 70x120 cm 10 pz,"€ 3,09 alpz/1.0 pz"
7121,Cuki Conserva e Cuoce Alluminio 100% riciclato 20 m,"€ 4,69 alpz/1.0 pz"
7122,Carrefour Manico in ferro verniciato Telescopico,"€ 1,99 alpz/1.0 pz"
7123,nuncas Forno & Grill Sgrassante a Freddo 500 ml,"€ 14,18 all/500.0 ml"
7124,Vileda Microfibre Colors XL cm 36x34 4pz,"€ 4,19 alpz/1.0 pz"
7125,"Glade Sense&Spray Ricarica, Profumatore Ambienti , Fragranze Relaxing Zen, Vaniglia e Mughetto, 18ml","€ 232,78 all/18.0 ml"
7126,VAPE Mosche e Zanzare Spray 400 ml.,"€ 10,73 all/400.0 ml"
7127,VAPE Spirali Lavanda 10 pz,"€ 2,39 alpz/1.0 pz"
7128,nuncas Lava tende 1 750 ml,"€ 10,39 all/750.0 ml"
7129,Glade Liquido Elettrico Doppia Ricarica Relaxing Zen 20ml,"€ 284,50 all/20.0 ml"
7130,green emotion Gel Lavastoviglie con profumo di Limone 650 ml,"€ 9,22 all/650.0 ml"
7131,Smac express Pavimenti Igienizzante 1000 ml,"€ 2,29 all/1000.0 ml"
7132,BIO PRESTO Power Caps Classico 20lav,"€ 26,21 alkg/240.0 g"
7133,"Smac Express Sgrassatore Universale Profumato,Tecnologia Zero Aloni, Profumo di Lavanda, 650 ml","€ 4,31 all/650.0 ml"
7134,Carrefour Vaschette in Alluminio con Coperchio 5-7 Porzioni 5 pz,"€ 1,49 alpz/1.0 pz"
7135,Cuki Conserva e Cuoce Vaschette alluminio con coperchi 8porzioni - 2 pz (R98),"€ 2,49 alpz/1.0 pz"
7136,Cuki Cuoce Vaschette alluminio 4 porzioni - 4 pz (R78),"€ 2,05 alpz/1.0 pz"
7137,Glade Liquido Elettrico Ricarica Vanilla 20ml,"€ 199,50 all/20.0 ml"
7138,Glade® Aromatherapy Candela Pure Happiness 260gr,"€ 8,49 alpz/1.0 pz"
7139,"Dash Power Pods Detersivo Lavatrice Capsule, Azione Extra-Igienizzante, 39 Lavaggi 1060,8 g","€ 16,96 alkg/1061.0 g"
7140,"Glade Automatic Spray Ricarica, Profumatore per Ambienti, Fragranza Ocean Adventure 269ml","€ 17,43 all/269.0 ml"
